Record Start Time,Record End Time,Date of Transaction,Select Batch Number,Select Account Type,Select Category,Select Category,Select Category,Select Category,Description,Quantity,Unit Price (UGX),Amount (UGX),Amount Calculated (UGX),Comment,Please take photo of any receipt or proof of payment,Please take photo of any receipt or proof of payment_URL,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,_index
2025-03-23,2025-03-23,2025-03-23,Batch 5,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,13500,13500,13500,Kibuuka,1742745917385.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F6237b489-06ce-42fa-ae1c-bbfdeeb713c5%2F1742745917385.jpg,455341849,6237b489-06ce-42fa-ae1c-bbfdeeb713c5,2025-03-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,200
2025-03-23,2025-03-23,2025-03-23,Batch 5,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,7,13500,94500,94500,Seguya ,1742745990936.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F341679d4-0113-4356-81a3-52daf9670625%2F1742745990936.jpg,455342144,341679d4-0113-4356-81a3-52daf9670625,2025-03-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,201
2025-03-23,2025-03-23,2025-03-23,Batch 5,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,2,13500,27000,27000,Patrick ,1742746107999.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F984b0141-c9c5-4e9d-8769-2665c402513d%2F1742746107999.jpg,455342460,984b0141-c9c5-4e9d-8769-2665c402513d,2025-03-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,202
2025-03-23,2025-03-23,2025-03-20,Batch 8,Cost of Goods Sold (COGS),,,Veterinary Supplies,,Enrosol medicine ,1,12000,12000,12000,Money received on mobile ,1742752464610.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F31b009a9-4058-42f3-8db8-7084233b7183%2F1742752464610.jpg,455367839,31b009a9-4058-42f3-8db8-7084233b7183,2025-03-23,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,203
2025-03-24,2025-03-25,2025-03-24,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,3,13000,39000,39000,Regular client ,1742849995950.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F3cde904c-a6be-4f80-94e8-723d6a138be3%2F1742849995950.jpg,455817727,3cde904c-a6be-4f80-94e8-723d6a138be3,2025-03-24,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,204
2025-03-25,2025-03-25,2025-03-25,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,12000,12000,12000,Rukia ,1742850193692.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fd04e99c1-a0c2-4844-b469-bce09fbacd97%2F1742850193692.jpg,455818402,d04e99c1-a0c2-4844-b469-bce09fbacd97,2025-03-24,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,205
2025-03-25,2025-03-25,2025-03-25,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,13000,13000,13000,Supportive client ,1742850296522.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F4e192b32-e725-4d88-ba8d-1588d381846e%2F1742850296522.jpg,455818698,4e192b32-e725-4d88-ba8d-1588d381846e,2025-03-24,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,206
2025-03-25,2025-03-25,2025-03-25,Batch 5,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,13000,13000,13000,Patrick ,1742850425550.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F7dd06fcc-b5f8-4381-9390-3a456fd4e234%2F1742850425550.jpg,455819252,7dd06fcc-b5f8-4381-9390-3a456fd4e234,2025-03-24,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,207
2025-03-25,2025-03-25,2025-03-25,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,12500,12500,12500,Rukia ,1742932271475.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F3e2d2f5c-4627-4df1-8a8d-3d61cf146afe%2F1742932271475.jpg,456265067,3e2d2f5c-4627-4df1-8a8d-3d61cf146afe,2025-03-25,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,208
2025-03-26,2025-03-26,2025-03-26,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,12500,12500,12500,Rukia ,1742985621601.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fa72719c7-8578-4a07-9425-8512d8cc567c%2F1742985621601.jpg,456498090,a72719c7-8578-4a07-9425-8512d8cc567c,2025-03-26,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,209
2025-03-26,2025-03-26,2025-03-26,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,12500,12500,12500,Patrick ,1743009187738.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F0704c7e3-6601-415d-8d8a-bc205142aff5%2F1743009187738.jpg,456687155,0704c7e3-6601-415d-8d8a-bc205142aff5,2025-03-26,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,210
2025-03-26,2025-03-26,2025-03-26,Batch 5,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,13500,13500,13500,Supportive client ,1743009285972.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F54deca23-e4c2-4846-8d6d-406072dab84d%2F1743009285972.jpg,456687974,54deca23-e4c2-4846-8d6d-406072dab84d,2025-03-26,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,211
2025-03-26,2025-03-26,2025-03-26,Batch 5,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,13000,13000,13000,Supportive client ,1743009412171.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F005d6dd9-6b6b-4fe0-90b4-ca5f73674128%2F1743009412171.jpg,456688866,005d6dd9-6b6b-4fe0-90b4-ca5f73674128,2025-03-26,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,212
2025-03-27,2025-03-27,2025-03-27,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,2,10000,20000,20000,Rukia ,1743097758128.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fd13755a7-6ada-419f-8c0e-f5262cb5daa1%2F1743097758128.jpg,457131693,d13755a7-6ada-419f-8c0e-f5262cb5daa1,2025-03-27,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,213
2025-03-27,2025-03-27,2025-03-27,Batch 6,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,10000,10000,10000,Innocent ,1743097842633.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fff2a9e87-9492-43f6-aa25-0128787a7d6d%2F1743097842633.jpg,457132257,ff2a9e87-9492-43f6-aa25-0128787a7d6d,2025-03-27,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,214
2025-03-27,2025-03-27,2025-03-27,Batch 5,Revenues,,,,"Sales Revenue (Broilers, Eggs, etc.)",Sold out chicken ,1,10000,10000,10000,New customer ,1743097951119.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Faf1e0d00-2e8d-4521-9528-a1996e360ac6%2F1743097951119.jpg,457132931,af1e0d00-2e8d-4521-9528-a1996e360ac6,2025-03-27,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,215
2025-03-27,2025-03-27,2025-03-27,Batch 7,Cost of Goods Sold (COGS),,,Feed Costs,,Broken maize ,280,1450,406000,406000,Money received on mobile ,1743099100939.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F0af2a41d-d6c2-4d6b-9b37-84a685193d2e%2F1743099100939.jpg,457139001,0af2a41d-d6c2-4d6b-9b37-84a685193d2e,2025-03-27,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,216
2025-03-27,2025-03-27,2025-03-27,Batch 7,Cost of Goods Sold (COGS),,,Feed Costs,,Hendrix concentrate ,100,4300,430000,430000,Money received on mobile ,1743099224550.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fad01ffc5-69bc-436e-830e-2fcea4ba1044%2F1743099224550.jpg,457139530,ad01ffc5-69bc-436e-830e-2fcea4ba1044,2025-03-27,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,217
2025-03-27,2025-03-27,2025-03-27,Batch 7,Cost of Goods Sold (COGS),,,Veterinary Supplies,,Gombolo vaccine ,500,20,10000,10000,Money received on mobile ,1743099361056.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2Fb842f556-19c1-41f7-a7ee-5fd1ba97c269%2F1743099361056.jpg,457140189,b842f556-19c1-41f7-a7ee-5fd1ba97c269,2025-03-27,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,218
2025-03-27,2025-03-27,2025-03-27,Batch 7,Operating Expenditure (OPEX),,Transportation Costs,,,Transport from the farm to kiwenda and to busiika then back to the farm ,2,6000,12000,12000,Money received on mobile ,1743099524782.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F946d2f25-5a67-4616-9aa7-6f6cc3347a77%2F1743099524782.jpg,457140995,946d2f25-5a67-4616-9aa7-6f6cc3347a77,2025-03-27,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,219
2025-03-31,2025-03-31,2025-03-31,Batch 8,Operating Expenditure (OPEX),,Other Operating Expenses,,,Charcoal ,1,75000,75000,75000,Money received on mobile ,1743439313534.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F01da3d3f-da6a-423a-8d37-9b0fbb89fa7f%2F1743439313534.jpg,458166894,01da3d3f-da6a-423a-8d37-9b0fbb89fa7f,2025-03-31,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,220
2025-03-31,2025-03-31,2025-03-31,Batch 8,Operating Expenditure (OPEX),,Other Operating Expenses,,,Hasks ,5,5000,25000,25000,Money received on mobile ,1743439619412.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F51957413-3ec6-4928-ba28-1b7d02c84ee1%2F1743439619412.jpg,458167670,51957413-3ec6-4928-ba28-1b7d02c84ee1,2025-03-31,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,221
2025-03-31,2025-03-31,2025-03-31,Batch 8,Operating Expenditure (OPEX),,Transportation Costs,,,Transport for the hasks ,1,5000,5000,5000,Money received on mobile ,1743439779214.jpg,https://kc.kobotoolbox.org/media/original?media_file=mattkuch87%2Fattachments%2F465cf73fec9d4570897ec1ad4b0948db%2F36b60362-6978-42f6-b543-5bd1f81dc12a%2F1743439779214.jpg,458168601,36b60362-6978-42f6-b543-5bd1f81dc12a,2025-03-31,,,submitted_via_web,mattkuch87,vndXtdUm72BfFettfRRAK9,,222
